   I,   II,  III,  AVR,  AVL,  AVF,   V1,   V2,   V3,   V4,   V5,   V6, RV, MapD, MapP, P 1
 -22,  16,  30, -10, -34,  23, 323, 404, 212,  91,  60,  -7,  -8,-538, -20,1391
  -6,  15,  13, -19, -15,  13, 319, 397, 206,  86,  52, -16,  -5,3164,-222,1385
  45,  23, -29, -48,  31,  -3, 298, 378, 192,  78,  37, -33,  -9,-3165,  14,1379
  33,  30, -10, -44,  13,  11, 304, 381, 195,  88,  43, -27,  -6,-3165, 198,1372
  -8,  34,  34, -26, -29,  34, 322, 391, 203, 101,  57, -11,  -3,3164,  77,1366
 -43,  36,  70, -10, -64,  53, 341, 402, 212, 109,  69,   4,  -5,3164,  -5,1360
 -63,  38,  92,  -1, -85,  65, 357, 414, 221, 113,  77,  15,  -9,3077, -35,1354
 -74,  37, 104,   5, -96,  71, 365, 420, 225, 113,  83,  21,  -8,  57, -39,1348
 -77,  39, 108,   6,-100,  73, 367, 422, 226, 111,  85,  25,  -9,-1326, -31,1342
 -78,  40, 110,   6,-100,  75, 370, 423, 225, 109,  86,  27,  -8,-855, -22,1337
 -74,  42, 107,   2, -97,  75, 370, 423, 223, 107,  86,  27,  -6,-522, -17,1332
 -63,  47, 100,  -6, -88,  74, 368, 421, 224, 106,  87,  27,  -8,-1165,  -3,1327
 -47,  47,  86, -14, -73,  66, 363, 417, 221, 103,  86,  25,  -5,-827, -11,1322
 -33,  45,  70, -20, -59,  57, 357, 415, 219, 100,  83,  21,  -5,-315,  -5,1317
 -23,  44,  59, -25, -48,  52, 353, 415, 217,  98,  80,  17,  -6, 260, -25,1312
 -19,  44,  55, -26, -44,  50, 350, 414, 216,  97,  78,  14,  -8, 416,   5,1308
 -17,  46,  53, -28, -42,  50, 350, 414, 213,  95,  77,  13,  -9,-215,  -8,1304
 -14,  48,  53, -31, -41,  51, 350, 415, 214,  96,  78,  13,  -8,-156, -15,1300
 -17,  47,  54, -28, -42,  51, 351, 417, 217,  99,  80,  16,  -9, 552, -20,1296
 -20,  44,  54, -26, -44,  49, 352, 418, 221, 102,  82,  18,  -8,-821, -12,1292
 -21,  40,  52, -23, -43,  47, 351, 420, 223, 103,  82,  18,  -6,-494,  -3,1289
 -20,  37,  49, -22, -41,  44, 345, 421, 223, 102,  80,  17,  -6,-201,   5,1286
 -14,  39,  45, -26, -36,  42, 337, 419, 220, 102,  78,  14,  -5,-272,   6,1284
  -5,  43,  40, -33, -29,  42, 324, 415, 217, 102,  76,  11,  -8, 782, -11,1282
   3,  45,  36, -37, -24,  41, 310, 411, 214, 101,  74,   9,  -8, 533, -12,1280
   4,  47,  36, -39, -23,  42, 304, 407, 212, 103,  75,   9,  -9, 272, -20,1278
   5,  49,  37, -40, -23,  43, 304, 406, 212, 105,  76,  11,  -8, 193, -17,1277
   6,  51,  38, -43, -23,  45, 307, 406, 213, 107,  78,  13,  -8,-284, -11,1276
   8,  57,  41, -46, -23,  49, 308, 404, 213, 110,  81,  16, -11,-434, -22,1275
   8,  62,  46, -48, -26,  54, 310, 404, 216, 114,  84,  19,  -8, 252,  -1,1274
   9,  66,  50, -51, -28,  58, 312, 405, 218, 117,  86,  21,  -8, 345, -15,1274
  11,  70,  51, -53, -27,  60, 310, 402, 218, 119,  88,  22,  -5,-563,   6,1275
  17,  73,  48, -58, -22,  60, 307, 397, 217, 120,  89,  22,  -8, -22,  -5,1275
  60,  75,   7, -82,  21,  40, 287, 377, 201, 109,  74,   3,  -8, 810,-312,1276
  80,  79,  -7, -93,  37,  37, 280, 367, 194, 109,  68,  -5, -11,-3165, 150,1277
  40,  83,  36, -75,  -5,  60, 301, 376, 201, 121,  81,   9,  -9, 376, 181,1278
 -10,  82,  85, -49, -55,  84, 326, 387, 207, 130,  94,  26,  -5,3164,  54,1280
 -47,  79, 117, -29, -89,  99, 344, 395, 211, 134, 102,  38,  -5,3164, -48,1281
 -71,  72, 135, -14,-110, 104, 357, 399, 215, 135, 109,  48,  -9,2246, -51,1283
 -84,  64, 139,  -3,-119, 102, 365, 402, 217, 133, 111,  53,  -9,-1399, -42,1286
 -88,  55, 134,   3,-118,  95, 368, 403, 218, 130, 112,  55,  -9,-1685, -12,1288
 -84,  50, 125,   4,-111,  87, 365, 400, 218, 127, 109,  54,  -6,-1260, -31,1291
 -73,  50, 114,  -2,-100,  82, 356, 394, 216, 122, 105,  49,  -6,-1056,   5,1294
 -57,  55, 104, -12, -87,  79, 347, 389, 214, 119, 101,  45, -11, 317,   8,1297
 -44,  60,  95, -21, -76,  78, 340, 384, 212, 118,  99,  42,  -9, 396,  -9,1300
 -35,  63,  90, -28, -69,  76, 335, 380, 210, 118,  99,  42,  -9,  31, -18,1304
 -29,  66,  86, -32, -64,  76, 331, 376, 209, 120, 101,  43,  -8,-221, -15,1308
 -23,  67,  82, -36, -59,  75, 323, 370, 206, 120, 102,  43,  -8,-170, -14,1312
 -16,  73,  80, -42, -55,  77, 315, 365, 202, 119, 103,  44,  -9,-329,   3,1316
 -10,  79,  80, -48, -52,  80, 310, 362, 203, 123, 111,  49, -11, 230,  -8,1320
  -5,  86,  82, -54, -50,  85, 303, 358, 204, 127, 116,  52,  -9, 240, -31,1324
   0,  94,  86, -61, -50,  90, 296, 356, 206, 130, 118,  55,  -8,-573,  -5,1329
  11, 100,  82, -70, -42,  91, 286, 352, 206, 133, 120,  57,  -5,-519,  -5,1333
  20, 102,  74, -75, -34,  89, 276, 345, 203, 133, 120,  57,  -5,-119,   3,1338
  24, 102,  69, -77, -29,  86, 265, 338, 199, 130, 117,  55,  -8, 748, -20,1342
  22,  98,  68, -73, -30,  83, 256, 332, 193, 126, 115,  54,  -9, 550, -18,1347
  18,  94,  68, -70, -32,  82, 250, 329, 190, 126, 115,  55, -12,-253,  -8,1351
  17,  94,  69, -69, -34,  82, 243, 327, 192, 130, 117,  57,  -8,-252, -12,1356
  14,  94,  71, -68, -36,  83, 236, 326, 194, 134, 121,  61,  -9, 442,  -1,1361
  13,  92,  70, -66, -36,  82, 230, 325, 196, 136, 124,  64,  -8,-886,  17,1365
  13,  90,  69, -65, -35,  80, 227, 323, 197, 137, 126,  66,  -8,-464,   2,1370
  14,  89,  67, -65, -34,  78, 224, 321, 197, 138, 125,  65,  -6,-222,  -8,1375
  20,  92,  64, -70, -29,  78, 219, 319, 196, 140, 125,  64,  -6,-2239, -11,1379
  29,  96,  59, -77, -22,  78, 212, 316, 197, 143, 124,  64,  -5,2785, -26,1383
  36,  97,  54, -81, -15,  76, 204, 310, 195, 144, 124,  63,  -1, 869,   6,1388
  39,  99,  52, -83, -14,  76, 200, 304, 195, 147, 125,  64,  -5,-162,  14,1392
  38, 100,  56, -83, -16,  78, 199, 299, 194, 150, 128,  67,  -8,1436, -17,1396
  37, 102,  57, -83, -17,  80, 195, 294, 192, 152, 131,  69,  -9,-2368, -26,1401
  37, 104,  60, -84, -19,  83, 190, 289, 191, 154, 134,  72,  -8, 890, -18,1405
  37, 109,  66, -87, -21,  88, 188, 285, 191, 156, 138,  76,  -8,  63, -11,1409
  39, 117,  70, -92, -22,  94, 184, 281, 190, 158, 140,  79,  -6, 207, -15,1413
  44, 120,  69, -96, -19,  95, 177, 275, 187, 157, 141,  79,  -5,-590,  -6,1417
  52, 119,  60, -99, -11,  90, 166, 268, 184, 156, 141,  78,  -5,-907,   6,1421
  58, 116,  51,-101,  -3,  84, 157, 261, 184, 156, 141,  78,  -3, 716, -11,1424
  60, 113,  46,-100,   0,  80, 149, 255, 181, 155, 140,  78,  -5,-434,  -8,1428
  55, 110,  47, -96,  -3,  79, 144, 250, 180, 156, 140,  79,  -8,1411,   0,1431
  46, 107,  53, -90, -10,  80, 142, 247, 180, 157, 142,  82,  -5,  77,  -6,1435
  36, 102,  58, -82, -18,  81, 142, 244, 178, 157, 142,  83,  -5,-839,   0,1438
  28,  97,  61, -76, -24,  79, 141, 241, 176, 156, 142,  85,  -8,  94,  -9,1440
  26,  96,  62, -74, -25,  79, 139, 237, 176, 157, 142,  85,  -9,-754, -11,1443
  30,  99,  61, -78, -22,  80, 135, 236, 181, 162, 145,  88,  -6,-229, -22,1446
  38, 104,  57, -84, -17,  81, 132, 234, 186, 164, 146,  89,  -6, 179, -28,1449
  47, 108,  53, -91, -10,  81, 128, 233, 187, 163, 144,  87,  -6,-178,   9,1450
  51, 110,  51, -94,  -6,  80, 121, 232, 187, 162, 142,  85,  -8, 553, -11,1452
  51, 111,  51, -95,  -6,  81, 114, 229, 190, 165, 143,  85,  -6, 363,  -8,1454
  49, 111,  54, -93,  -9,  83, 108, 226, 191, 168, 144,  87,  -6, 101, -14,1456
  43, 111,  58, -90, -14,  85, 103, 219, 188, 167, 144,  87,  -9, -26,   0,1457
  40, 109,  61, -88, -17,  85,  95, 208, 176, 161, 140,  86,  -9,-105,   5,1459
  37, 108,  62, -85, -20,  85,  82, 195, 164, 153, 136,  84,  -9,-420,  -1,1461
  32, 107,  66, -83, -24,  87,  73, 185, 155, 148, 134,  83,  -8, 451, -17,1461
  33, 108,  66, -84, -23,  87,  66, 174, 143, 142, 129,  80,  -6, 495, -34,1463
  40, 106,  60, -86, -17,  83,  59, 163, 130, 134, 125,  77,  -5,-218,   5,1463
  51, 105,  47, -91,  -5,  76,  52, 153, 119, 126, 119,  73,  -6,-1212,  16,1464
  56, 102,  39, -92,   2,  70,  49, 146, 118, 123, 116,  72,  -6,  56, -17,1465
  59, 100,  33, -93,   6,  66,  45, 140, 116, 120, 114,  69,  -8, 476, -42,1465
  57,  99,  34, -91,   5,  66,  44, 137, 115, 118, 112,  68,  -8, 359,   6,1465
  55,  99,  36, -90,   3,  68,  43, 136, 111, 116, 111,  69,  -9, 164,  -3,1465
  53,  99,  38, -90,   1,  68,  41, 135, 110, 114, 110,  70,  -9,-572, -15,1464
  49,  97,  40, -87,  -2,  68,  40, 132, 109, 114, 110,  70,  -9, 655,  -5,1464
  43,  92,  42, -81,  -6,  67,  40, 128, 108, 112, 111,  71,  -8,-388, -15,1463
  38,  88,  42, -76,  -9,  64,  40, 125, 106, 110, 110,  72,  -8,-391,  -6,1463
  34,  82,  39, -72,  -9,  60,  38, 120, 102, 105, 105,  69,  -8,-406,  -9,1462
  38,  77,  31, -71,  -3,  53,  29, 110,  94,  98,  98,  62,  -6,-314,   9,1461
  46,  75,  21, -74,   6,  48,  22, 102,  82,  91,  91,  55,  -6, 660,  -5,1460
  50,  74,  16, -76,  11,  45,  16,  94,  79,  88,  87,  52,  -5, 495, -34,1459
  49,  73,  16, -74,  10,  45,  12,  89,  79,  88,  87,  51, -11,  93,  11,1458
  45,  72,  19, -72,   6,  45,   8,  85,  76,  87,  85,  51, -12,-120,  19,1456
  41,  71,  22, -69,   2,  46,   3,  82,  73,  85,  83,  51, -11, -43, -32,1454
  37,  73,  28, -69,  -3,  50,   0,  80,  72,  84,  83,  54, -11,-332, -31,1453
  33,  77,  35, -69,  -8,  56,  -0,  78,  71,  84,  83,  56,  -8, 795,  -8,1451
  32,  82,  41, -71, -12,  61,  -2,  76,  70,  83,  82,  55,  -8, 424,   3,1449
  33,  85,  43, -73, -12,  64,  -5,  71,  68,  81,  80,  54,  -8,-770, -18,1447
  39,  83,  36, -74,  -6,  59, -11,  65,  63,  77,  77,  50,  -8,-652, -25,1445
  42,  76,  26, -73,   0,  51, -18,  59,  57,  72,  73,  47,  -8,-181, -20,1443
  43,  71,  20, -71,   4,  45, -24,  52,  51,  66,  68,  42,  -6, 312,  12,1441
  42,  69,  20, -69,   4,  44, -24,  48,  46,  61,  64,  38,  -6, 578,   6,1438
  38,  67,  21, -66,   1,  44, -21,  45,  42,  57,  61,  37, -11,-2066, -23,1436
  34,  67,  24, -64,  -2,  45, -21,  41,  36,  51,  57,  34,  -8,1230,   9,1433
  29,  63,  26, -60,  -5,  45, -24,  34,  30,  45,  52,  33,  -5,1796,  -1,1431
  34,  55,  12, -58,   6,  32, -32,  20,  12,  26,  37,  21,3164,-3165, 176,1428
   5,-122,-136,  48,  63,-135,  26,  -9,-112,-135,-102, -91,3164,3164, 238,1425
 -83,-221,-144, 139,  21,-178,  58, -46,-186,-208,-147,-113,-3165,3164,-1539,1422
 -64,  13,  67,  11, -73,  44, -21, -17, -32,  -5,  29,  33,-3165,-3165, 739,1419
 -28, 121, 140, -60, -91, 132, -50,  20,  59,  93, 108,  90,-3165,-3165, 506,1416
 -19, 131, 140, -69, -86, 135, -47,  40,  83, 111, 120,  97,-3165,-2414,  -5,1413
 -21, 115, 127, -60, -81, 121, -37,  49,  83, 105, 114,  92,-3165,  31, -94,1409
 -26,  98, 115, -49, -77, 106, -29,  49,  74,  92, 103,  85,-2216, 557, -51,1406
 -31,  83, 105, -39, -74,  94, -25,  44,  63,  77,  92,  76,-1505, 740, -26,1403
 -34,  71,  97, -32, -72,  84, -25,  39,  53,  63,  84,  69,-1025, 603, -31,1400
 -36,  66,  94, -28, -72,  80, -25,  34,  42,  52,  77,  65,-703,1116, -28,1397
 -33,  67,  92, -30, -69,  79, -28,  27,  34,  43,  72,  61,-485, 883, -14,1393
 -25,  68,  84, -35, -61,  76, -35,  19,  28,  37,  69,  60,-340,-207, -15,1389
  -9,  66,  67, -42, -45,  66, -46,  11,  20,  30,  64,  56,-239,-558, -28,1386
   6,  62,  48, -48, -28,  55, -57,   4,  11,  21,  58,  51,-170,  20,  16,1382
  17,  62,  37, -53, -17,  49, -66,  -5,   4,  14,  53,  47,-125, 553,  17,1378
  20,  62,  34, -54, -14,  48, -74, -13,  -2,   9,  50,  45, -91, 615, -20,1374
  20,  59,  31, -53, -13,  46, -80, -19,  -9,   4,  46,  42, -71, 243, -18,1370
  21,  55,  27, -51, -10,  41, -85, -26, -16,  -1,  43,  39, -54,-170, -20,1367
  20,  48,  22, -47,  -8,  35, -90, -29, -19,  -4,  41,  37, -45, 309,  -9,1363
  17,  42,  18, -43,  -8,  30, -95, -28, -17,  -3,  42,  37, -35,-926,   5,1359
  13,  36,  14, -37,  -8,  25, -98, -28, -15,  -3,  41,  37, -29,-745,  -3,1355
  13,  31,  11, -36,  -6,  21,-102, -28, -15,  -6,  37,  32, -26,-909, -20,1351
  19,  30,   4, -38,   1,  17,-108, -30, -17, -11,  30,  26, -20,1604,   0,1347
  29,  33,  -5, -45,  11,  14,-116, -34, -20, -14,  24,  19, -20,  63,   5,1343
  39,  35, -13, -50,  19,  11,-122, -36, -22, -16,  20,  15, -18,1199,  -5,1339
  44,  36, -17, -53,  23,  10,-126, -35, -20, -13,  20,  15, -18,-1627, -17,1335
  46,  39, -16, -55,  24,  12,-128, -31, -16,  -9,  23,  17, -17, 768, -15,1331
  45,  42, -11, -57,  21,  15,-131, -30, -12,  -4,  26,  19, -15,1575, -26,1326
  37,  42,  -4, -53,  14,  19,-137, -30,  -7,  -1,  28,  19, -15,-2374,   6,1322
  25,  41,   7, -46,   2,  24,-140, -27,  -0,   4,  31,  23, -12,2003,  -3,1317
  20,  44,  16, -45,  -5,  30,-145, -17,  12,  12,  38,  29, -14,-334,  11,1313
  21,  48,  19, -48,  -5,  33,-152,  -3,  28,  24,  46,  35, -12,-590,  -8,1309
  34,  51,   9, -56,   6,  29,-160,  11,  46,  38,  56,  41, -14,-1604, -28,1304
  49,  52,  -5, -64,  20,  24,-165,  31,  69,  54,  66,  46, -12,-842, -11,1300
  61,  55, -14, -72,  31,  21,-169,  52,  92,  68,  74,  51, -11,2745, -23,1295
  67,  58, -18, -76,  36,  20,-171,  77, 116,  85,  84,  57, -12,-1365,  -1,1290
  69,  60, -18, -78,  37,  21,-172, 103, 146, 105,  97,  66, -12,1374,   2,1285
  74,  64, -19, -83,  40,  23,-173, 128, 175, 125, 110,  76, -12, 116, -18,1280
  79,  68, -19, -87,  42,  24,-171, 156, 204, 146, 122,  85, -12, -28,   8,1275
  84,  71, -20, -91,  45,  25,-167, 186, 236, 167, 135,  94, -12,-912,  -1,1270
  90,  73, -25, -95,  51,  24,-163, 214, 264, 186, 146, 101, -12,-2644,  -3,1265
  94,  71, -31, -96,  56,  20,-158, 241, 292, 199, 152, 103, -11,1866,  -1,1260
 101,  69, -40, -99,  64,  14,-156, 266, 320, 210, 155, 100, -12,-1178, -18,1254
 108,  65, -51,-100,  73,   6,-157, 285, 341, 216, 151,  94, 920,1133, -23,1249
 113,  60, -61,-100,  80,  -1,-152, 304, 360, 221, 148,  90,3164,2560,  -9,1244
 114,  57, -65, -99,  83,  -5,-143, 325, 378, 227, 146,  85,3164,-1175,   2,1239
 111,  55, -64, -97,  81,  -5,-133, 348, 396, 232, 144,  81,3164, 141, -20,1234
 107,  54, -61, -94,  77,  -4,-121, 370, 410, 236, 142,  76,3164,-1426,   0,1228
 101,  53, -57, -91,  72,  -2,-102, 391, 423, 236, 138,  71,3164, 294, -15,1223
  93,  51, -51, -85,  65,  -0, -80, 413, 440, 238, 134,  65,3164,-558, -34,1217
  86,  49, -47, -81,  60,   1, -62, 434, 459, 240, 131,  60,1668, 968,  -9,1212
  82,  45, -47, -77,  58,  -1, -44, 455, 477, 243, 129,  56, 798, 161,   2,1206
  82,  40, -51, -75,  60,  -6, -28, 476, 492, 243, 128,  51, 254,-731, -15,1200
  80,  35, -53, -71,  60,  -9, -13, 495, 506, 243, 126,  45, -93,-498,   0,1195
  74,  30, -52, -66,  56, -11,   4, 511, 518, 241, 117,  38,-315,  80, -14,1189
  67,  26, -50, -60,  52, -12,  21, 533, 536, 242, 110,  33,-408, 502, -11,1183
  
